X1	X2	weight
FAM136A	ACP6	5.07364289690934
TFCP2L1	ALOX15B	5.0518120314477
HSBP1L1	PLEK	5.0345312578074
CACNA1I	LOC107987462	5.01018957187998
CYR61	FBXO24	5.00169174451017
ADAM12	A2M	4.99885073717797
CYR61	SMTN	4.98411456377509
CLASP1	RETN	4.96377749762246
TF	GBP6	4.96259241516203
MBP	RASSF3	4.94397889438064
USP54	ITGA10	4.90137019322404
HSPA6	FFAR2	4.8866066476975
KIAA1644	CLASP1	4.88019064550314
FFAR2	P2RY13	4.87350404784677
ZNF354B	UNG	4.83502762337919
MUC5B	ZBTB9	4.83352038365934
RHBG	FAM198B	4.827816457985
GPER1	SPI1	4.82531196655013
GNMT	CAMP	4.80011770370103
COL3A1	ZBTB16	4.79544081175863
G0S2	CLASP1	4.7806379162937
CLASP1	SLC35D3	4.77476445733993
CHI3L1	VKORC1	4.76270611139336
RTN1	USP54	4.76134611441932
ATP2A1	TNFRSF1B	4.73821560683179
NRCAM	CX3CR1	4.73783213267938
KRT18	VASH1	4.72398878679121
UTP20	PPP1R18	4.67908886310161
ATP2A1	SPI1	4.65874216176964
FXYD6	SLCO1B3	4.60885324421099
PLEK	PNMT	4.59244528853091
FBXW10	KAZALD1	4.59161432497215
COL3A1	DUOXA1	4.53656552952848
CDH2	A2M	4.51021061553185
CACNA1I	FCGR1B	4.49974096045289
TF	GJA4	4.48098260338431
SLC25A25	CX3CR1	4.47550443965947
USP54	CDH26	4.41776959324895
DQX1	CYP27B1	4.41632501557352
AKR1B10	CX3CR1	4.41425370411335
TNFRSF1B	SLC26A2	4.40042204505997
EIF4EBP3	HLX	4.39722198116356
EIF4EBP3	SPI1	4.39199980707393
KIAA0907	PACSIN1	4.38209572220472
ARGLU1	USP54	4.36414078732985
KAZALD1	ITGA10	4.34226514234297
EIF4EBP3	APOBR	4.34153890865565
ELN	LOC107987462	4.32115139083562
ALOX15B	CST1	4.31820843296364
CACNA1I	P2RX7	4.31240957246266
HSD11B2	TGFBI	4.29530042107608
SLC26A2	ITGB2	4.23079938477454
CHST15	PXDN	4.22966386988377
FKBP5	CX3CR1	4.22592210423334
FBXW10	KYAT1	4.20279371368968
THBS1	FNBP4	4.2017994228742
LY6K	CX3CR1	4.1803430943323
COL3A1	ST8SIA5	4.16124068953404
KCNJ5	SPI1	4.16108070068539
TMCO6	TNFRSF1B	4.15635924977595
HBD	COL1A1	4.15186827103573
PLEKHD1	KLF4	4.13680077075344
EIF4EBP3	PLXND1	4.13382906241895
CEACAM4	APOBR	4.08114363158412
PKP2	CX3CR1	4.07473260029996
CXCR4	CST1	4.06733169762944
MTRNR2L1	PDGFRA	4.06033229097893
TMIGD3	CX3CR1	4.04297723224117
ASNS	ACP6	4.0360597196914
G0S2	PDGFRA	4.03215724449851
ATP2A1	CD14	4.00820698601408
COL3A1	OTOF	4.00762339408194
ATP2A1	PIK3R5	4.00361557254226
KCNJ5	ITGB2	3.98982041548889
COL3A1	SLA2	3.95822646337664
TF	IHH	3.93260530882813
ANKRD10	PACSIN1	3.92277283161303
TNF	CLEC10A	3.92098403492874
TLL1	CLEC7A	3.89888809719921
FAM136A	AHRR	3.88184479407322
FBXW10	GSN	3.87347290773074
ATP2A1	VASH1	3.86551864796747
CST6	MFSD2A	3.85643991007801
KYAT1	ITGA10	3.84702130415917
RPRM	HDC	3.84643166605046
FKBP5	HLX	3.8406150118358
MOXD1	SLC16A14	3.84056917006782
CELF6	KLF4	3.80557888324316
C19orf18	PACSIN1	3.80405355288707
BCL2L15	FNBP4	3.779252182605
CHST15	PHACTR3	3.76524014759122
MTRNR2L1	MC1R	3.7607315592768
CSF3R	SIGLEC8	3.72696423456969
BRI3	KCNK2	3.71464889696062
VKORC1	SFTPC	3.70860706998107
MOGAT2	ITGB2	3.70470254270136
LRRC1	USP54	3.70224948793977
PLPP5	ZNF273	3.70111601389915
MEFV	ZBTB9	3.70019434964087
MYD88	DUOXA1	3.70016799225836
SLC26A2	PIK3R5	3.65440172465686
TUBB4B	SPI1	3.64172924029781
CHI3L1	GPX3	3.63370512600057
TNFRSF1B	FKBP5	3.6328819900746
TUBB4B	APOBR	3.61193988134589
NPIPA7	PLXND1	3.61165028223006
CMTM3	FKBP5	3.59965570755638
ZNF224	CDH26	3.58998635525456
FKBP5	TNF	3.58796486798934
TNF	MPEG1	3.54206720425712
CHI3L1	PNMT	3.54026016075033
KAZALD1	AGAP6	3.51756727889506
MEFV	DUOXA1	3.51162230793238
EIF4EBP3	TGFBI	3.4937667446518
SLA2	CAMP	3.48896591112361
FBN2	KYAT1	3.47376436677375
TUBB6	USP54	3.4728452400487
APBB1IP	HBA2	3.45415403488153
GAS1	NOS2	3.45056867341618
DQX1	TGFBI	3.44847317525043
COL3A1	NNMT	3.44401258524586
EIF4EBP3	VASH1	3.44136695195353
CELF2	CYP1B1	3.43464111454761
GAS1	CST2	3.41332953777327
LRRIQ4	ADAMTS2	3.41267457803553
CLEC4A	KYAT1	3.39720229695615
C15orf48	TNFRSF1B	3.39524460219432
TNF	PNMT	3.3796320431027
ATP2A1	FGR	3.37267463072601
GPER1	LILRB2	3.37262442856244
RAVER2	USP54	3.36526117468557
VKORC1	CSF3R	3.36378519946767
USP54	NCF1	3.33559947799793
TLL1	ZBTB9	3.33162923533637
RIC3	ANO7	3.32542447140077
GAS1	CST4	3.30860330958536
MPEG1	ITGB2	3.29145171149269
ACTC1	RHBG	3.28677714687396
RBM6	FAM177B	3.28350271898718
CELF6	GSN	3.28094061529014
MEFV	HSD11B2	3.2713201525723
CEACAM4	RBM6	3.2691045974292
PRB4	MYO15A	3.2651721049091
NRCAM	KYAT1	3.25847729880525
STUM	RIC3	3.2309792587013
COL3A1	SLC25A25	3.22833213263914
FBXW10	STUM	3.21517425578618
DUOXA1	LOC107987462	3.19459828152871
MLPH	LOC107987462	3.19380166950049
CRABP2	GALM	3.16597922248098
DUSP1	CDK18	3.16497592667939
CYR61	CDK18	3.16077783921063
ATP2A1	LILRB2	3.15015520315183
GAB2	ZBTB9	3.14687260168021
TLL1	PHACTR3	3.13425292750769
CTGF	PNMT	3.13058296725906
LINC00261	ITGA10	3.12491194732384
SLC16A14	BID	3.08012052040515
STUM	AHSA2	3.07974606162008
MOXD1	CSF3R	3.05407920856544
CYR61	ASIC3	3.03965317105638
FUT3	ITGA10	3.0318114254687
ZNF224	BCL2L15	3.02335148407198
FBXW10	ALOX15B	3.00888100503326
TAGAP	GPER1	3.00376331404719
FBXW10	CDH26	3.00040498967449
ALOX15B	GBP6	2.99495538969949
TMCO6	TGFBI	2.99037803176016
RPRM	UNG	2.98870409173163
CST6	KCNJ5	2.9832420643209
CARS	ITGAX	2.98018635352527
KCNJ5	HCK	2.9801564157466
MUC5B	ADPRHL2	2.979437969932
CYR61	USP48	2.97499280190571
COL3A1	RASSF3	2.93476724044663
HSPA1L	RHBG	2.92983325095691
ALOX15B	UCHL1	2.91135862091703
MUC5B	NPIPA7	2.90495787802561
DUOXA1	PLEKHO2	2.89896542902224
IGF2	PNMT	2.89521726620112
FBXW10	CDC42EP5	2.89287637531366
NRCAM	KCNQ3	2.86477994411506
CXCR4	KYAT1	2.86407608622754
COL3A1	OCA2	2.84305758420683
BRI3	MMP2	2.84104041471654
ZBTB16	HSPA6	2.80947488284477
CARS	PIK3AP1	2.80934464737682
APOE	KCNJ5	2.80880337064787
ATP2A1	IGSF6	2.80709740557047
GAB2	CST6	2.80566315136327
ALOX15B	GATA2	2.79063364566417
ZBTB16	KCNK13	2.78687849618166
KRT18	PNMT	2.77602965507237
FRMD4A	PNMT	2.77447987502235
BID	ITGA10	2.77268462874852
LILRB2	SLC26A2	2.77173248468834
BICD1	CSF3R	2.76092244871313
ERBB4	PHACTR3	2.75587344746237
PXDN	CST2	2.74875432790463
COL3A1	FKBP5	2.7470698601852
KRT18	HSBP1L1	2.74018474077249
SLC19A1	SIGLEC8	2.7377871180309
TUBB6	SFTPC	2.73657684040532
NSMCE4A	CYP1B1	2.73542820022459
PSMF1	MYD88	2.72816757088889
SLC19A1	GPER1	2.72368325174685
TAT	PHACTR3	2.70745887841163
SLC16A14	TAT	2.70585172640214
APBB1IP	HBA1	2.6903365053233
SLC16A14	ERBB4	2.68919157432624
TMIGD3	CAMP	2.67344725770603
SLC16A14	HSPA6	2.67312609459217
LY6K	ST6GAL1	2.67176688433936
G0S2	CST6	2.66556877719657
TUBB6	SLC16A14	2.66209003727952
CARS	CYP1B1	2.65809391161534
HSPA6	PHACTR3	2.64998457334229
GUCY1B3	TGFBI	2.64870981147598
TMEM200A	LEFTY1	2.64487698689822
BCL2L15	MSANTD2	2.63096278455797
EIF4EBP3	MYD88	2.63076697760694
TLL1	MEFV	2.61613298556003
SLC16A14	P2RY13	2.61569436258703
MUC6	TPSD1	2.6122447380294
ATP2A1	CDH26	2.61221624810814
VASH1	MPEG1	2.59322103776832
ATP2A1	LOC107987462	2.59033649407343
RPRM	GSN	2.5895534093648
TLL1	IGSF6	2.58386305116069
EIF4EBP3	CCR1	2.5541755970332
SH3BGRL3	SFTPC	2.55389320451045
EIF4EBP3	IGSF6	2.54453174063827
ANKRD10	EGF	2.54387492844882
ALOX15B	ANO7	2.53728958702127
CHST15	AQP9	2.52994028186048
KCNK13	PHACTR3	2.51894546904855
CEACAM4	TIE1	2.51336810993657
CARS	FGR	2.50386280826267
RETN	KYAT1	2.49648795237108
SLC35D3	SLC9B2	2.49137807035859
HBB	RBM6	2.48821475485861
HBD	RBM6	2.46426911136181
CAMP	FKBP5	2.45657344201272
NRCAM	ITGA10	2.45472981174043
PSAP	SFTPC	2.43273526835612
DPYSL2	DQX1	2.42062111378657
MOGAT2	TIMP2	2.41417613055118
SLC16A14	SLCO1B3	2.4118299625634
PIK3AP1	FCGR2B	2.40527573711845
EPHX1	DCSTAMP	2.38909314228345
SIGLEC8	S100A9	2.38632990910473
NDUFA3	CSF3R	2.37969814708389
TUBB4B	PIK3AP1	2.37614727559882
CYR61	TMCO6	2.36990496133732
BCL2L15	RIC3	2.3582606501577
ALOX15B	NRCAM	2.35459697135872
ATP2A1	PLEKHO2	2.34027369975394
PKP2	RINL	2.33421456235693
RINL	FKBP5	2.29901812046531
RELN	ITGA10	2.28600100760775
NNMT	SLC26A2	2.28543274925023
ADAM12	SIGLEC7	2.28143823930441
ALOX15B	DCSTAMP	2.27599638068526
DUSP1	NOS2	2.2685627931472
MOGAT2	PIK3AP1	2.26295278352021
CARS	CCR1	2.26050843745197
MOGAT2	FGR	2.25954968110627
DPYSL2	ZMAT4	2.25836356142847
CST6	TNFAIP6	2.25699059994295
PSMF1	CYP4B1	2.2553457955492
VKORC1	PGLYRP4	2.25226836297008
CCT3	CYP4B1	2.22968248077228
KRT23	PNMT	2.22819318742162
HTRA4	ADAM12	2.22623700087915
PLEKHD1	ARHGAP40	2.22426062273456
HSPA6	ITGA10	2.22198024045615
CXCR4	ITGA10	2.22147340439177
ANKRD10	CNGB1	2.22038269854617
CSF3R	SLC24A3	2.21820072431776
ECHDC2	LOC107987462	2.21784409322309
TAGAP	SLC25A25	2.20611526619071
HBA2	CYP2C9	2.20520816564976
ITGAM	EIF4EBP3	2.20433101176018
STUM	NFATC2IP	2.20174705555061
HCLS1	PDIA5	2.20106521439232
PPP1R15A	C1QC	2.19789923345425
UCHL1	FCGR3B	2.17760009790491
KCNQ3	PNMT	2.1712123956181
IHH	MEFV	2.16980477376128
TTPA	ALOX15B	2.16883930709825
ATP2A1	ARL11	2.15318920907506
PLEKHD1	ADAMTSL3	2.14451986347735
CXCR4	CDK18	2.13993885800214
SLC26A2	LILRB1	2.13080887160939
CARS	IGSF6	2.12979913395084
NSMCE4A	EIF4EBP3	2.09196272357901
ADPRHL2	LILRB2	2.07625861520506
CEACAM4	TNFAIP8L2	2.06714525334167
MEFV	STAU2-AS1	2.06250317056317
GPER1	NCF4	2.0554186469978
SLA2	SH2D1B	2.04114874518379
CCDC14	HGD	2.03396129425989
EPHX1	HK3	2.01376190971408
MOXD1	CRABP2	2.01000855559769
TMCO6	LOC107987462	1.97822609829073
EIF4EBP3	FBP1	1.95005126913409
ANKRD10	FUT3	1.94871839874376
PPP1R15A	CEACAM21	1.94226739053392
CYR61	CST2	1.9351262529352
KCNJ5	FBN2	1.93053734525771
CYR61	CST4	1.92213048680771
ZNF443	CYR61	1.90046606265807
CMYA5	NEDD4	1.89917099103466
MOGAT2	IGSF6	1.89522513306516
CPVL	PNMT	1.8934425027231
TUBB4B	IGSF6	1.88621227099169
STX11	OCA2	1.88450262976679
NDUFA3	DYSF	1.86620477100534
IHH	DYSF	1.86303636404504
PNMT	CYP1B1	1.85556254484879
NPIPA7	MEFV	1.83200040605415
ITGAM	CARS	1.82282392284436
SLC25A25	ALOX15B	1.82148952654632
ATP2A1	CD53	1.81834788083802
FCGR2B	IGSF6	1.81489219498832
ATP2A1	NCF4	1.81355315394679
CDK18	ARHGAP40	1.8081621437947
ST8SIA5	PNMT	1.80693332295263
ATP2A1	RETN	1.80253883195816
FBP1	KCNJ5	1.79682212143725
G0S2	B3GAT1	1.79604426468693
BCL2L15	CYP2C9	1.776296951758
CARS	LILRB1	1.76832916495916
STX16	BCL2L15	1.76488588946475
ANKRD10	ALDH3A1	1.76124898413682
LRRC1	HGD	1.75762443336415
FXYD5	KCNJ5	1.75160717802917
OCA2	FAM83D	1.73900176143831
ATP2A1	FCGR1B	1.73796320123773
SLC8A1	DPYSL2	1.72484363794474
P2RY13	CYP1B1	1.71546289275434
NTRK2	CLEC10A	1.70023138444329
KCNJ5	HK3	1.69404543768894
BCL2L15	ABCA10	1.68972318869579
C1QC	SLC26A2	1.68412676177821
EIF4EBP3	ARL11	1.68103565157552
ANKRD10	HGD	1.67822440332331
ALOX15B	CPA3	1.65219677674889
NTRK2	SLC24A3	1.64943387756471
PRTFDC1	SLC26A2	1.6431334402541
GNE	BRI3	1.64092217302383
MEFV	PTCHD4	1.63504251361037
TAGAP	FKBP5	1.63362210783624
LRRC1	STUM	1.63014603958509
ALOX15B	CDK15	1.61753275302807
CARS	PNMT	1.61503753950972
CHMP2A	BCL2L15	1.60563848617529
SLA2	ERBB4	1.60288851623157
HBD	ADAMTS7	1.57251633625436
